id,hangul,hanja,mr,romaji,line,lon,lat,e1930,e1942,prov,note
kp_010,유천,楡川,Yuch'ŏn,Yusen,경부선,128.76210,35.56440,1,1,Keishōhoku-dō,
kp_011,청도,清道,Ch'ŏngdo,Seidō,경부선,128.74580,35.64020,1,1,Keishōhoku-dō,
kp_012,남성현,南省峴,Namsŏnghyŏn,Minamishōgen,경부선,128.71560,35.70620,1,1,Keishōhoku-dō,
kp_013,삼성,三省,Samsŏng,Sanshō,경부선,128.72210,35.76330,1,1,Keishōhoku-dō,
kp_014,경산,慶山,Kyŏngsan,Keizan,경부선,128.72790,35.81840,1,1,Keishōhoku-dō,
kp_015,고모,顧母,Komo,Komo,경부선,128.67880,35.85950,1,1,Keishōhoku-dō,
kp_017,지천,枝川,Chich'ŏn,Shisen,경부선,128.50040,35.89670,1,1,Keishōhoku-dō,
kp_018,신동,新洞,Sindong,Shindō,경부선,128.48620,35.95520,1,1,Keishōhoku-dō,
kp_019,왜관,倭館,Waegwan,Wakan,경부선,128.40020,35.99240,1,1,Keishōhoku-dō,
kp_020,약목,若木,Yangmok,Jakuboku,경부선,128.36390,36.03790,1,1,Keishōhoku-dō,
kp_021,구미,亀尾,Kumi,Kibi,경부선,128.33070,36.12810,1,1,Keishōhoku-dō,
kp_022,아포,牙浦,Ap'o,Gaho,경부선,128.25770,36.15780,1,1,Keishōhoku-dō,
kp_023,대신,大新,Taesin,Taishin,경부선,128.19480,36.15210,1,1,Keishōhoku-dō,
kp_024,김천,金泉,Kimch'ŏn,Kinsen,경부선 / 경북선,128.11480,36.12360,1,1,Keishōhoku-dō,
kp_025,직지사,直指寺,Chikchisa,Chokushiji,경부선,128.03950,36.12510,1,1,Keishōhoku-dō,
kp_026,추풍령,秋風嶺,Ch'up'ungnyŏng,Shūfūrei,경부선,127.99640,36.21300,1,1,Keishōhoku-dō,
kp_027,황간,黄澗,Hwanggan,Kōkan,경부선,127.91110,36.22440,1,1,Keishōhoku-dō,
kp_028,영동,永同,Yŏngdong,Eigō,경부선,127.78490,36.17310,1,1,Chūseihoku-dō,
kp_029,심천,深川,Simch'ŏn,Shinsen,경부선,127.72060,36.23670,1,1,Chūseihoku-dō,
kp_030,이원,伊院,Iwŏn,Iin,경부선,127.62790,36.24890,1,1,Chūseihoku-dō,
kp_031,옥천,沃川,Okch'ŏn,Yokusen,경부선,127.56540,36.29840,1,1,Chūseihoku-dō,
kp_032,세천,細川,Sech'ŏn,Saisen,경부선,127.49050,36.33710,1,1,Chūseinan-dō,
kp_034,회덕,懐徳,Hoedŏk,Kaitoku,경부선,127.42140,36.40250,1,1,Chūseihoku-dō,
kp_035,신탄진,新灘津,Sint'anjin,Shinnanshin,경부선,127.42820,36.44830,1,1,Chūseihoku-dō,
kp_036,매포,梅浦,Maep'o,Haiho,경부선,127.39100,36.49810,1,1,Chūseihoku-dō,
kp_037,부강,芙江,Pugang,Fukō,경부선,127.36520,36.53230,1,1,Chūseihoku-dō,
kp_038,내판,内板,Naep'an,Naihan,경부선,127.32810,36.55180,1,1,Chūseihoku-dō,
kp_039,조치원,鳥致院,Choch'iwŏn,Chōchiin,경부선 / 충북선,127.29570,36.60130,1,1,Chūseihoku-dō,
kp_040,전동,全東,Chŏndong,Zentō,경부선,127.26330,36.65470,1,1,Chūseinan-dō,
kp_041,전의,全義,Chŏnŭi,Zengi,경부선,127.20350,36.67810,1,1,Chūseinan-dō,
kp_042,소정리,小井里,Sojŏngni,Shōseiri,경부선,127.15570,36.71900,1,1,Chūseinan-dō,
kp_044,직산,稷山,Chiksan,Shokusan,경부선,127.14600,36.86560,1,1,Keiki-dō,
kp_045,성환,成歓,Sŏnghwan,Seikan,경부선,127.12690,36.91580,1,1,Keiki-dō,
kp_046,평택,平沢,P'yŏngt'aek,Heitaku,경부선,127.08640,36.98980,1,1,Keiki-dō,
kp_047,서정리,西井里,Sŏjŏngni,Seiseiri,경부선,127.05280,37.05650,1,1,Keiki-dō,
kp_048,오산,烏山,Osan,Uzan,경부선,127.06680,37.14620,1,1,Keiki-dō,
kp_049,병점,餅店,Pyŏngjŏm,Beiten,경부선,127.03290,37.20720,1,1,Keiki-dō,
kp_050,수원,水原,Suwŏn,Suigen,경부선 / 수인선 / 수려선,126.99960,37.26640,1,1,Keiki-dō,
kp_051,군포,軍浦,Kunp'o,Gunpo,경부선,126.94880,37.35420,1,1,Keiki-dō,
kp_052,안양,安養,Anyang,An'yō,경부선,126.92340,37.40100,1,1,Keiki-dō,
kp_053,시흥,始興,Sihŭng,Shikō,경부선,126.89420,37.45530,1,1,Keiki-dō,
kp_054,남경성,南京城,Namgyŏngsŏng,Nankyōjō,경부선,126.90760,37.51570,1,1,Keiki-dō,
kw_003,서빙고,西氷庫,Sŏbinggo,Seihyōko,경원선,126.99230,37.51960,1,1,Keiki-dō,
kw_004,수철리,水鉄里,Such'ŏlli,Suitetsuri,경원선,127.02390,37.54400,1,1,Keiki-dō,
kw_005,왕십리,往十里,Wangsimni,Ōjūri,경원선,127.03850,37.56160,1,1,Keiki-dō,
kw_008,창동,倉洞,Ch'angdong,Sōdō,경원선,127.04740,37.65300,1,1,Keiki-dō,
kw_009,의정부,議政府,Ŭijŏngbu,Giseifu,경원선,127.04610,37.73800,1,1,Keiki-dō,
kw_010,덕정,德亭,Tŏkchŏng,Tokutei,경원선,127.06090,37.84380,1,1,Keiki-dō,
kw_011,동두천,東豆川,Tongduch'ŏn,Tōtōsen,경원선,127.05470,37.92820,1,1,Keiki-dō,
kw_012,전곡,全谷,Chŏn'gok,Zenkoku,경원선,127.07100,38.02480,1,1,Keiki-dō,
kw_013,연천,漣川,Yŏnch'ŏn,Rensen,경원선,127.07380,38.10180,1,1,Kōgen-dō,
kw_014,대광리,大光里,Taegwangni,Daikōri,경원선,127.10820,38.18490,1,1,Kōgen-dō,
kw_015,철원,鉄原,Ch'ŏrwŏn,Tetsugen,경원선,127.19460,38.27380,1,1,Kōgen-dō,
kw_016,월정리,月井里,Wŏljŏngni,Gesseiri,경원선,127.22920,38.30960,1,1,Kōgen-dō,
kw_017,가곡,佳谷,Kagok,Kaikoku,경원선,127.25940,38.36320,1,1,Kōgen-dō,
kw_018,평강,平康,P'yŏnggang,Heikō,경원선,127.28810,38.41130,1,1,Kōgen-dō,
kw_019,복계,福溪,Pokkye,Fukukei,경원선,127.26300,38.43820,1,1,Kōgen-dō,
kw_020,이목,梨木,Imok,Rimoku,경원선,127.28640,38.52030,1,1,Kōgen-dō,
kw_021,검불랑,劍拂浪,Kŏmbullang,Kenfutsurō,경원선,127.31950,38.56080,1,1,Kōgen-dō,
kw_022,세포,洗浦,Sep'o,Senho,경원선,127.35740,38.64460,1,1,Kankyōnan-dō,
kw_023,삼방협,三防峽,Sambanghyŏp,Sanbōgyō,경원선,127.36180,38.70050,1,1,Kankyōnan-dō,
kw_024,삼방,三防,Sambang,Sanbō,경원선,127.37380,38.73970,1,1,Kankyōnan-dō,
kw_025,고산,高山,Kosan,Kōzan,경원선,127.42580,38.85690,1,1,Kankyōnan-dō,
kw_026,용지원,龍池院,Yongjiwŏn,Ryōchien,경원선,127.43060,38.91300,1,1,Kankyōnan-dō,
kw_027,석왕사,釋王寺,Sŏgwangsa,Shakuōji,경원선,127.41220,39.00560,1,1,Kankyōnan-dō,
kw_028,남산,南山,Namsan,Nansan,경원선,127.46270,39.01900,1,1,Kankyōnan-dō,
kw_033,덕원,德源,Tŏgwŏn,Tokugen,경원선,127.38950,39.17190,1,1,,
kw_034,문평,文坪,Munp'yŏng,Bunhei,경원선,127.35990,39.22700,1,1,Kankyōnan-dō,
kw_035,문천,文川,Munch'ŏn,Bunsen,경원선,127.30680,39.28450,1,1,Kankyōnan-dō,
kw_036,용담,龍潭,Yongdam,Ryōtan,경원선,127.24630,39.34600,1,1,Kankyōnan-dō,
kw_037,전탄,箭灘,Chŏnt'an,Sentan,경원선,127.24470,39.38320,1,1,Kankyōnan-dō,
kw_038,고원,高原,Kowŏn,Kōgen,경원선,127.24850,39.44200,1,1,Kankyōnan-dō,
kw_039,영흥,永興,Yŏnghŭng,Yōkō,경원선,127.24980,39.54570,1,1,Kankyōnan-dō,
kw_040,마장,馬場,Majang,Bajō,경원선,127.31770,39.52640,1,1,Kankyōnan-dō,
kw_041,범포,范浦,Pŏmp'o,Honho,경원선,127.39950,39.51560,1,1,Kankyōnan-dō,
kw_042,왕장,旺場,Wangjang,Ōjō,경원선,127.43320,39.56880,1,1,Kankyōnan-dō,
kw_043,신상,新上,Sinsang,Shinjō,경원선,127.41890,39.64740,1,1,Kankyōnan-dō,
kw_044,부평,富坪,Pup'yŏng,Fuhei,경원선,127.40790,39.70320,1,1,Kankyōnan-dō,
kw_045,정평,定平,Chŏngp'yŏng,Jōhei,경원선,127.39790,39.78350,1,1,Kankyōnan-dō,
kw_046,함남흥상,咸南興上,Hamnamhŭngsang,Kannan Kōjō,경원선,127.43900,39.85240,1,1,Kankyōnan-dō,
mp_002,서평양,西平壌,Sŏp'yŏngyang,Nishi-Heijō,만포선,125.74460,39.03850,1,1,Heiannan-dō,
mp_004,용성,龍城,Yongsŏng,Ryūjō,만포선,125.78520,39.12550,1,1,Heiannan-dō,
mp_005,마람,馬嵐,Maram,Baran,만포선,125.81900,39.17680,1,1,Heiannan-dō,
mp_006,배산점,裵山店,Paesanjŏm,Haisanten,만포선,125.86070,39.21460,1,1,Heiannan-dō,
mp_007,사인장,舍人場,Sainjang,Shaninjō,만포선,125.87660,39.24450,1,1,Heiannan-dō,
mp_008,봉학,鳳鶴,Ponghak,Hōkaku,만포선,125.88420,39.29700,1,1,Heiannan-dō,
mp_009,자산,慈山,Chasan,Jisan,만포선,125.89910,39.35550,1,1,Heiannan-dō,
mp_010,순천,順川,Sunch'ŏn,Junsen,만포선 / 평원선,125.94380,39.43060,1,1,Heiannan-dō,
mp_011,중평,中坪,Chungp'yŏng,Chūhyō,만포선,125.86200,39.50740,,1,Heiannan-dō,
mp_012,각암,閣岩,Kagam,Kakugan,만포선,125.86300,39.54470,,1,Heiannan-dō,
mp_013,용원리,龍源里,Yongwŏlli,Ryūgenri,만포선,125.86660,39.59810,,1,Heiannan-dō,
mp_014,천동,泉洞,Ch'ŏndong,Sentō,만포선,125.90970,39.66190,,1,Heiannan-dō,
mp_015,개천,价川,Kaech'ŏn,Kaisen,만포선,125.88890,39.69810,1,1,Heiannan-dō,
mp_016,원리,院里,Wŏlli,Inri,만포선,125.91590,39.76180,,1,Heianhoku-dō,
mp_017,봉천,鳳泉,Pongch'ŏn,Hōsen,만포선,125.94260,39.78340,,1,Heianhoku-dō,
mp_018,자작,自作,Chajak,Jisaku,만포선,125.96770,39.81510,,1,Heianhoku-dō,
mp_019,구장,球場,Kujang,Kyūjō,만포선 / 용등선,126.02190,39.87090,,1,Heianhoku-dō,
mp_020,신흥동,新興洞,Sinhŭngdong,Shinkōdō,만포선,126.08980,39.92400,,1,Heianhoku-dō,
mp_021,북신현,北薪峴,Puksinhyŏn,Hokushinken,만포선,126.12140,39.98430,,1,Heianhoku-dō,
mp_022,묘향산,妙香山,Myohyangsan,Myōkōzan,만포선,126.18120,40.02650,,1,Heianhoku-dō,
mp_023,부성,富成,Pusŏng,Fūsei,만포선,126.26390,40.12400,,1,Heianhoku-dō,
mp_024,희천,煕川,Hŭich'ŏn,Kisen,만포선,126.28210,40.17130,,1,Heianhoku-dō,
mp_025,초상,草上,Ch'osang,Sōjō,만포선,126.33280,40.24870,,1,Heianhoku-dō,
mp_026,명문,明文,Myŏngmun,Meibun,만포선,126.31290,40.29770,,1,Heianhoku-dō,
mp_027,개고,价古,Kaego,Kaiko,만포선,126.30820,40.37020,,1,Heianhoku-dō,
mp_028,구현,狗峴,Kuhyŏn,Kuken,만포선,126.35340,40.41690,,1,Heianhoku-dō,
mp_029,고인,古仁,Koin,Kojin,만포선,126.39340,40.51380,,1,Heianhoku-dō,
mp_030,이만,梨滿,Iman,Riman,만포선,126.42170,40.53220,,1,Heianhoku-dō,
mp_031,운송,雲松,Unsong,Unshō,만포선,126.49480,40.57970,,1,Heianhoku-dō,
mp_032,중암,仲岩,Chungam,Chūgan,만포선,126.48980,40.60520,,1,Heianhoku-dō,
mp_033,전천,前川,Chŏnch'ŏn,Zensen,만포선,126.44880,40.66890,,1,Heianhoku-dō,
mp_034,쌍방동,雙芳洞,Ssangbangdong,Sōhōdō,만포선,126.51110,40.73140,,1,Heianhoku-dō,
mp_035,별하,別河,Pyŏrha,Betsuka,만포선,126.56290,40.79290,,1,Heianhoku-dō,
mp_036,오모로,梧毛老,Omoro,Gomōrō,만포선,126.55720,40.85330,,1,Heianhoku-dō,
mp_037,공인,公仁,Kongin,Kōjin,만포선,126.60320,40.92440,,1,Heianhoku-dō,
mp_038,강계,江界,Kanggye,Kōkai,만포선,126.58160,40.96900,,1,Heianhoku-dō,
mp_039,곡하,曲河,Kokha,Kyokuka,만포선,126.50810,40.98670,,1,Heianhoku-dō,
mp_040,쌍부,雙富,Ssangbu,Sōfu,만포선,126.44350,40.99790,,1,Heianhoku-dō,
mp_041,안찬,安贊,Anch'an,Ansan,만포선,126.41840,41.04430,,1,Heianhoku-dō,
mp_042,시중,時中,Sijung,Jichū,만포선,126.35000,41.08320,,1,Heianhoku-dō,
mp_043,외귀,外貴,Oegwi,Gaiki,만포선,126.34640,41.13660,,1,Heianhoku-dō,
mp_044,만포,滿浦,Manp'o,Manho,만포선,126.29750,41.15080,,1,Heianhoku-dō,
oj_003,서해주,西海州,Sŏhaeju,Nishi-Kaishū,옹진선,125.66710,38.03750,,1,Kōkai-dō,
oj_004,문정,文井,Munjŏng,Bunshō,옹진선,125.63420,38.05830,,1,Kōkai-dō,
oj_005,서석,西席,Sŏsŏk,Seiseki,옹진선,125.59300,38.06720,,1,Kōkai-dō,
oj_006,취야,翠野,Ch'wiya,Suiya,옹진선,125.54510,38.04680,,1,Kōkai-dō,
oj_007,국봉,菊峰,Kukpong,Kikuhō,옹진선,125.51360,38.04140,,1,Kōkai-dō,
oj_008,자양,紫陽,Chayang,Shiyō,옹진선,125.48620,38.00590,,1,Kōkai-dō,
oj_009,장둔,長屯,Changdun,Chōton,옹진선,125.47220,37.98590,,1,Kōkai-dō,
oj_010,신강령,新康翎,Sin'gangnyŏng,Shinkōrei,옹진선,125.46220,37.94700,,1,Kōkai-dō,
oj_011,냉정,冷井,Naengjŏng,Reisei,옹진선,125.39970,37.93800,,1,Kōkai-dō,
oj_012,옹진,甕津,Ongjin,Ōshin,옹진선,125.36190,37.93800,,1,Kōkai-dō,
pa_001,진남포,鎮南浦,Chinnamp'o,Chin'nanpo,평안선 / 평남선,125.41250,38.73330,1,1,Heiannan-dō,
pa_002,덕동,徳洞,Tŏktong,Tokutō,평안선,125.33240,38.74530,,1,Heiannan-dō,
pa_003,동광량,東広梁,Tonggwangnyang,Higashikōryō,평안선,125.25770,38.79330,,1,Heiannan-dō,
pa_004,서광량,西広梁,Sŏgwangnyang,Nishikōryō,평안선,125.24400,38.80570,,1,Heiannan-dō,
pa_005,귀성,貴城,Kwisŏng,Kijō,평안선,125.17960,38.85780,,1,Heiannan-dō,
pa_006,용강온천,龍岡温泉,Yonggangonch'ŏn,Ryōkōonsen,평안선,125.22630,38.88370,,1,Heiannan-dō,
pb_002,고안,高安,Koan,Kōan,평북선,125.23700,39.74490,,1,Heianhoku-dō,
pb_003,봉명,鳳鳴,Pongmyŏng,Hōmei,평북선,125.24550,39.77820,,1,Heianhoku-dō,
pb_004,방현,方峴,Panghyŏn,Hōken,평북선,125.23070,39.88430,,1,Heianhoku-dō,
pb_005,평북구성,平北亀城,P'yŏngbukkusŏng,Heihoku Kujō,평북선,125.25880,39.98380,,1,Heianhoku-dō,
pb_006,백운,白雲,Paegun,Hakuun,평북선,125.21690,40.04490,,1,Heianhoku-dō,
pb_007,대안,大安,Taean,Daiain,평북선,125.21720,40.15120,,1,Heianhoku-dō,
pb_008,대관,大館,Taegwan,Daikan,평북선,125.20910,40.21190,,1,Heianhoku-dō,
pb_009,창평,昌坪,Ch'angp'yŏng,Shōhei,평북선,125.17640,40.26450,,1,Heianhoku-dō,
pb_010,삭주온천,朔州温泉,Sakchuonch'ŏn,Sakushū Onsen,평북선,125.06640,40.31750,,1,Heianhoku-dō,
pb_011,삭주,朔州,Sakchu,Sakushū,평북선,125.03620,40.39220,,1,Heianhoku-dō,
pb_012,신안,新安,Sinan,Shin'an,평북선,124.99760,40.41140,,1,Heianhoku-dō,
pb_013,부풍,富豊,Pup'ung,Fūhō,평북선,124.94690,40.43490,,1,,
pb_014,수풍,水豊,Sup'ung,Suihō,평북선,124.92540,40.45150,,1,,
pc_002,일원,一院,Irwŏn,Ichiin,박천선,125.59790,39.69310,1,1,Heianhoku-dō,
pc_003,박천,博川,Pakch'ŏn,Hakusen,박천선,125.57660,39.72080,1,1,Heianhoku-dō,
pn_002,조촌,趙村,Choch'on,Chōson,평남선,125.66150,39.03060,1,1,Heiannan-dō,
pn_003,대평,大平,Taep'yŏng,Taihei,평남선,125.61440,38.98030,1,1,Heiannan-dō,
pn_004,강선,降仙,Kangsŏn,Kōsen,평남선,125.57620,38.92800,1,1,Heiannan-dō,
pn_005,기양,岐陽,Kiyang,Kiyō,평남선,125.52120,38.91650,1,1,Heiannan-dō,
pn_006,대성,大成,Taesŏng,Taisei,평남선,125.45870,38.88460,1,1,Heiannan-dō,
pn_007,진지동,眞池洞,Chinjidong,Shinchigō,평남선,125.42420,38.85250,1,1,Heiannan-dō,
pn_008,갈천,葛川,Kalch'ŏn,Kassen,평남선,125.42040,38.79690,1,1,Heiannan-dō,
pys_002,봉하,鳳下,Pongha,Hōka,평원선,125.97390,39.44000,1,1,Heiannan-dō,
pys_003,고산,高山,Kosan,Kōzan,평원선,126.02110,39.40400,1,1,Heiannan-dō,
pys_004,수양,首陽,Suyang,Shuyō,평원선,126.07180,39.39170,1,1,Heiannan-dō,
pys_005,신창,新倉,Sinch'ang,Shinsō,평원선,126.11890,39.40030,1,1,Heiannan-dō,
pys_006,수덕,修德,Sudŏk,Shudoku,평원선,126.14390,39.36660,,1,Heiannan-dō,
pys_007,신성천,新成川,Sinsŏngch'ŏn,Shinseisen,평원선,126.22840,39.34290,,1,Heiannan-dō,
pys_008,거흥,巨興,Kŏhŭng,Kyokō,평원선,126.33150,39.31610,,1,Heiannan-dō,
pys_009,장림,長林,Changnim,Chōrin,평원선,126.39250,39.29330,,1,Heiannan-dō,
pys_010,동원,東元,Tongwŏn,Tōgen,평원선,126.45930,39.27520,,1,Heiannan-dō,
pys_011,인평,仁平,Inp'yŏng,Jinhei,평원선,126.51370,39.25310,,1,Heiannan-dō,
pys_012,지수,智水,Chisu,Chisui,평원선,126.56370,39.24260,,1,Heiannan-dō,
pys_013,양덕,陽德,Yangdŏk,Yōdoku,평원선,126.66860,39.20350,,1,Heiannan-dō,
pys_014,성내,城內,Sŏngnae,Jōnai,평원선,126.95640,39.44670,,1,Kankyōnan-dō,
pyt_003,선교리,船橋里,Sŏn'gyori,Senkyōri,평양탄광선,125.77300,39.00220,1,1,Heiannan-dō,
pyt_004,사동,寺洞,Sadong,Jigō,평양탄광선,125.81540,39.01220,1,1,Heiannan-dō,
pyt_005,미림,美林,Mirim,Mirin,평양탄광선,125.86640,39.02730,1,1,Heiannan-dō,
pyt_006,청룡,青龍,Ch'ŏngnyong,Seiryō,평양탄광선,125.92650,39.01560,1,1,Heiannan-dō,
pyt_007,입석리,立石里,Ipsŏngni,Rissekiri,평양탄광선,125.95520,39.00650,1,1,Heiannan-dō,
pyt_008,승호리,勝湖里,Sŭnghori,Shōkori,평양탄광선 / 서선중앙철도,125.96930,38.99430,1,1,Heiannan-dō,
sh_003,중상,中上,Chungsang,Chūjō,송흥선,127.47420,40.05070,1,1,Kankyōnan-dō,
sh_004,풍상,豊上,P'ungsang,Hōjō,송흥선,127.47340,40.08220,1,1,Kankyōnan-dō,
sh_008,전동,典洞,Chŏndong,Tentō,송흥선,127.48200,40.11620,1,1,Kankyōnan-dō,
sh_009,천불산,千仏山,Ch'ŏnbulsan,Senbutsuzan,송흥선,127.49790,40.13840,1,1,Kankyōnan-dō,
sh_010,함남신흥,咸南新興,Hamnamsinhŭng,Kannan-Shinkō,송흥선,127.55010,40.19920,1,1,Kankyōnan-dō,
sh_011,길봉,吉峰,Kilbong,Kippō,송흥선,127.58370,40.22220,1,1,Kankyōnan-dō,
sh_012,동흥,東興,Tonghŭng,Tōkō,송흥선,127.61350,40.25880,1,1,Kankyōnan-dō,
sh_013,경흥,慶興,Kyŏnghŭng,Keikō,송흥선,127.59230,40.29300,1,1,Kankyōnan-dō,
sh_014,송하,松下,Songha,Shōka,송흥선,127.58320,40.30740,1,1,Kankyōnan-dō,
sh_015,하송흥,下松興,Hasonghŭng,Kashōkō,송흥선,127.55760,40.34780,1,1,Kankyōnan-dō,
sh_016,함남송흥,咸南松興,Hamnamsonghŭng,Kan'nan Shōkō,송흥선,127.56080,40.33890,1,1,Kankyōnan-dō,
sh_017,부전령,赴戦嶺,Pujŏllyŏng,Fusenrei,송흥선,127.57070,40.39080,,1,Kankyōnan-dō,
sh_018,함지원,咸地院,Hamjiwŏn,Kanchiin,송흥선,127.59290,40.43780,,1,Kankyōnan-dō,
sh_019,원풍,元豊,Wŏnp'ung,Genhō,송흥선,127.61590,40.48870,,1,Kankyōnan-dō,
sh_020,함남도안,咸南道安,Hamnamdoan,Kan'nan Dōan,송흥선,127.60000,40.54100,,1,Kankyōnan-dō,
sh_021,부전호반,赴戦湖畔,Pujŏnhoban,Fusenkohan,송흥선,127.57110,40.54340,,1,Kankyōnan-dō,
si_002,고색,古索,Kosaek,Kosaku,수인선,126.98600,37.25130,,1,Keiki-dō,
si_003,어천,漁川,Ŏch'ŏn,Gyosen,수인선,126.90870,37.24990,,1,Keiki-dō,
si_004,일리,一里,Illi,Itsuri,수인선,126.85540,37.30810,,1,Keiki-dō,
si_005,원곡,元谷,Wŏn'gok,Genkoku,수인선,126.77130,37.33490,,1,Keiki-dō,
si_006,군자,君子,Kunja,Kunshi,수인선,126.74230,37.35170,,1,Keiki-dō,
si_007,소래,蘇萊,Sorae,Sorai,수인선,126.73630,37.40150,,1,Keiki-dō,
si_008,남동,南洞,Namdong,Nantō,수인선,126.69710,37.40640,,1,Keiki-dō,
si_009,송도,松島,Songdo,Matsushima,수인선,126.65010,37.43190,,1,Keiki-dō,
sj_002,서사리원,西沙里院,Sŏsariwŏn,Nishi-Shariin,사장선,125.74650,38.50470,1,1,Kōkai-dō,
sj_003,미곡,嵋谷,Migok,Bikoku,사장선,125.73430,38.48850,1,1,Kōkai-dō,
sj_004,서종,西鐘,Sŏjong,Seishō,사장선,125.72140,38.44980,1,1,Kōkai-dō,
sj_005,삼강,三江,Samgang,Sankō,사장선,125.70770,38.41850,1,1,Kōkai-dō,
sj_006,금산,金山,Kŭmsan,Kinzan,사장선,125.66910,38.41100,1,1,Kōkai-dō,
sj_007,재령,載寧,Chaeryŏng,Sainei,사장선,125.61210,38.40400,,1,Kōkai-dō,
sj_008,백석,白石,Paeksŏk,Hakuseki,사장선,125.57230,38.39900,,1,Kōkai-dō,
sj_009,창촌,倉村,Ch'angch'on,Sōson,사장선,125.55260,38.36810,,1,Kōkai-dō,
sj_010,신천온천,信川温泉,Sinch'ŏnonch'ŏn,Shinsen Onsen,사장선,125.52090,38.35150,,1,Kōkai-dō,
sj_011,신천,信川,Sinch'ŏn,Shinsen,사장선,125.49080,38.34820,,1,Kōkai-dō,
sj_012,용문,竜門,Yongmun,Ryūmon,사장선,125.42300,38.34070,,1,Kōkai-dō,
sj_013,문화,文化,Munhwa,Bunka,사장선,125.36940,38.35480,,1,Kōkai-dō,
sj_014,삼천온천,三泉温泉,Samch'ŏnonch'ŏn,Sansen Onsen,사장선,125.30980,38.35170,,1,Kōkai-dō,
sj_015,궁흥,弓興,Kunghŭng,Kyūkyō,사장선,125.27830,38.34790,,1,Kōkai-dō,
sj_016,야촌,野村,Yach'on,Yason,사장선,125.25250,38.33350,,1,Kōkai-dō,
sj_017,수교,水橋,Sugyo,Suikyō,사장선,125.19980,38.31580,,1,Kōkai-dō,
sj_018,송화온천,松禾温泉,Songhwaonch'ŏn,Shōka Onsen,사장선,125.16250,38.30060,,1,Kōkai-dō,
sj_019,낙산,楽山,Naksan,Rakuzan,사장선,125.14830,38.25720,,1,Kōkai-dō,
sj_020,낙도,楽道,Nakto,Rakudō,사장선,125.11680,38.24370,,1,Kōkai-dō,
sj_021,장연,長淵,Changyŏn,Chōen,사장선,125.09110,38.24800,,1,Kōkai-dō,
sr_002,본수원,本水原,Ponsuwŏn,Honsuigen,수려선,127.02040,37.27300,1,1,Keiki-dō,
sr_003,원천,遠川,Wŏnch'ŏn,Ensen,수려선,127.05630,37.27210,1,1,Keiki-dō,
sr_004,덕곡,德谷,Tŏkkok,Tokkoku,수려선,127.07760,37.27750,1,1,Keiki-dō,
sr_005,신갈,新葛,Sin'gal,Shinkatsu,수려선,127.11260,37.27520,1,1,Keiki-dō,
sr_006,어정,漁汀,Ŏjŏng,Gyochō,수려선,127.14100,37.27620,1,1,Keiki-dō,
sr_007,삼가,三街,Samga,Sangai,수려선,127.17740,37.23900,1,1,Keiki-dō,
sr_008,용인,龍仁,Yongin,Ryūjin,수려선,127.20390,37.23720,1,1,Keiki-dō,
sr_009,마평,麻坪,Map'yŏng,Mahei,수려선,127.24950,37.22850,1,1,Keiki-dō,
sr_010,양지,陽智,Yangji,Yōchi,수려선,127.28240,37.23360,1,1,Keiki-dō,
sr_011,제일,霽日,Cheil,Seijitsu,수려선,127.31970,37.24050,1,1,Keiki-dō,
sr_012,오천,午川,Och'ŏn,Gosen,수려선,127.35290,37.25390,1,1,Keiki-dō,
sr_013,표교,標橋,P'yogyo,Hyōkyō,수려선,127.40890,37.25270,1,1,Keiki-dō,
sr_014,유산,酉山,Yusan,Yūzan,수려선,127.44070,37.24730,1,1,Keiki-dō,
sr_015,이천,利川,Ich'ŏn,Risen,수려선,127.44760,37.28010,1,1,Keiki-dō,
sr_016,무촌,茂村,Much'on,Moson,수려선,127.48970,37.28940,,1,Keiki-dō,
sr_017,죽당,竹堂,Chuktang,Chikudō,수려선,127.52270,37.28220,,1,Keiki-dō,
sr_018,매류,梅柳,Maeryu,Bairyū,수려선,127.56010,37.27590,,1,Keiki-dō,
sr_019,신대,新垈,Sindae,Shintai,수려선,127.61160,37.27370,,1,Keiki-dō,
sr_020,여주,旧驪州,Yŏju,Kyūrishū,수려선,127.64140,37.29520,,1,Keiki-dō,
ssc_001,묵호항,墨湖港,Mukhohang,Mokkokō,삼척철도선,129.11290,37.55150,,1,,
ssc_002,북평,北坪,Pukp'yŏng,Hokuhei,삼척철도선,129.12260,37.49760,,1,Kōgen-dō,
ssc_003,도경리,桃京里,Togyŏngni,Tōkyōri,삼척철도선,129.11510,37.44250,,1,Kōgen-dō,
ssc_004,미로,未老,Miro,Mirō,삼척철도선,129.11350,37.41640,,1,Kōgen-dō,
ssc_005,상정,上鼎,Sangjŏng,Shanchō,삼척철도선,129.10230,37.38290,,1,Kōgen-dō,
ssc_006,신기,新基,Sin'gi,Shinki,삼척철도선,129.08390,37.34670,,1,Kōgen-dō,
ssc_007,마차리,馬次里,Mach'ari,Majiri,삼척철도선,129.07510,37.31560,,1,Kōgen-dō,
ssc_008,하고사리,下古士里,Hagosari,Kakoshiri,삼척철도선,129.06300,37.28220,,1,Kōgen-dō,
ssc_009,고사리,古士里,Kosari,Koshiri,삼척철도선,129.06520,37.27430,,1,Kōgen-dō,
ssc_010,도계,道溪,Togye,Dōkei,삼척철도선,129.04290,37.22760,,1,Kōgen-dō,
